,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
18876,4,56,322968,0,4,0,0,0,48,0,2,4194304,34144,1580,0,1
18877,1,28,8352,0,5,9568,260,8192,10,0,5,1048576,320,1912,0,1
18878,1,28,53968,0,5,0,0,53248,10,0,5,1048576,33088,2376,0,1
18879,1,28,45472,0,5,0,0,45056,10,0,5,1048576,33088,1304,0,1
18880,4,56,70480,0,5,0,0,69632,12,0,6,1048576,33120,1344,0,1
18881,1,84,7104,10,10,0,0,61440,14,10,5,262144,49472,63904,0,1
18882,4,84,67248,10,10,0,0,62112,14,10,6,524288,49504,63904,0,1
18883,4,28,5872,6,6,0,0,4096,9,0,5,524288,33088,175584,0,1
18884,1,84,71720,0,6,94208,179,73728,14,10,6,1048576,320,6200,0,1
18885,4,28,5504,6,6,0,0,4096,9,0,5,524288,33088,2032,0,1
18886,4,84,139424,10,10,0,0,127312,14,10,7,524288,49504,2032,0,1
18887,1,28,4816,6,6,0,0,4096,9,0,4,262144,33088,2032,0,1
18888,4,28,5008,6,6,461232,1224,4096,9,0,5,262144,64,1032,0,1
18889,4,84,125120,10,10,131264,384,115088,14,10,7,262144,16736,1864,0,1
18890,4,28,6096,6,6,203472,384,4096,9,0,5,262144,64,1864,0,1
18891,4,84,18864,10,10,0,0,16656,14,10,6,524288,49504,2056,0,1
18892,4,28,4736,6,6,0,0,4096,9,0,5,524288,33088,2056,0,1
18893,4,84,75200,10,10,79264,256,68224,14,10,6,262144,16736,92208,0,1
18894,4,28,6064,6,6,139184,254,4096,9,0,6,262144,320,95496,0,1
18895,4,84,119296,10,10,126208,108,111112,14,10,7,262144,16736,1848,0,1
18896,4,28,6256,6,6,201264,108,4096,9,0,5,262144,64,1848,0,1
18897,1,84,16352,10,10,92912,100,98304,14,10,5,262144,16704,1872,0,1
18898,1,28,5104,6,6,558640,100,4096,9,0,4,262144,320,1872,0,1
18899,4,28,4432,6,6,14048,107,4096,9,0,5,262144,64,157728,0,1
18900,4,0,0,6,6,0,0,0,11,0,1,262144,352,85512,0,1
18901,4,84,46752,10,10,54672,112,42472,14,10,6,262144,16736,1072,0,1
18902,4,28,5056,6,6,67184,109,4096,9,0,5,262144,64,1072,0,1
18903,4,28,6496,6,6,542752,222,4096,9,0,6,262144,320,5456,0,1
18904,4,0,0,6,6,0,0,0,9,0,1,262144,320,23494048,0,1
18905,4,28,5664,6,6,0,0,4096,9,0,5,524288,33088,4216,0,1
18906,4,28,4816,6,6,0,0,4096,9,0,5,524288,33088,87672,0,1
18907,1,28,6516576,0,4,0,0,8192,8,0,3,1048576,34112,86640,0,1
18908,4,28,5632,6,6,190880,191,4096,9,0,6,262144,320,242200,0,1
18909,4,28,4848,6,6,25312,104,4096,9,0,5,262144,320,1856,0,1
18910,1,84,8752,10,10,53888,166,61440,14,10,5,262144,16704,58272,1,1
18911,4,84,65120,10,10,71056,168,58896,14,10,6,262144,16736,58272,1,1
18912,1,28,4720,6,6,66304,166,4096,9,0,4,262144,320,62240,1,1
18913,4,28,5328,6,6,86288,166,4096,9,0,5,262144,320,62240,1,1
18914,4,28,5344,6,6,88000,93,4096,9,0,5,524288,33088,76024,0,1
18915,4,84,50160,10,10,53184,96,45328,14,10,6,524288,49504,73144,0,1
18916,1,28,4736,6,6,66624,93,4096,9,0,4,262144,33088,76024,0,1
18917,4,28,4400,6,6,693376,183,704512,11,0,6,262144,16736,976,0,1
18918,1,56,99232,0,6,129792,213,98304,12,0,5,1048576,320,24136,0,1
18919,1,112,96608,0,6,0,0,73728,14,0,6,1048576,33088,35392,0,1
18920,1,84,14864,10,10,147296,160,159744,14,10,5,262144,16704,19840,0,1
18921,4,84,168912,10,10,191424,160,159776,14,10,6,262144,16736,19848,0,1
18922,1,28,5392,6,6,267616,160,4096,9,0,5,262144,320,19840,0,1
18923,4,28,6704,6,6,360480,160,4096,9,0,6,262144,320,19848,0,1
18924,1,84,10176,10,10,54608,201,61440,14,10,5,262144,16704,1936,0,1
18925,4,84,62928,10,10,69648,204,57584,14,10,6,262144,16736,1936,0,1
18926,1,28,4480,6,6,50128,201,4096,9,0,4,262144,320,1288,0,1
18927,4,28,4864,6,6,59824,201,4096,9,0,5,262144,64,1288,0,1
18928,1,84,77584,10,10,181280,165,196608,14,10,5,262144,16704,2752,0,1
18929,4,84,205184,10,10,223504,168,131328,14,10,6,262144,16736,2752,0,1
18930,4,84,91328,10,10,100592,244,82848,14,10,6,262144,16736,1368,0,1
18931,1,56,360440,0,4,0,0,8192,48,0,3,1048576,34144,1040,0,1
18932,4,56,596312,0,5,0,0,0,11,0,4,0,33088,1034,0,1
18933,1,56,546952,0,5,0,0,0,11,0,4,0,34112,1034,0,1
18934,1,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1000,0,1
18935,4,28,4640,6,6,0,0,4096,9,0,5,524288,33088,68496,0,1
18936,1,84,4720,10,10,0,0,16384,14,10,5,262144,49472,68496,0,1
18937,4,84,13680,10,10,0,0,12736,14,10,6,524288,49504,68496,0,1
18938,1,28,4384,6,6,0,0,4096,9,0,4,262144,33088,68496,0,1
18939,4,28,4336,6,6,8528,70,4096,9,0,5,262144,320,1040,0,1
18940,1,28,4224,6,6,7344,70,4096,9,0,4,262144,320,1040,0,1
18941,1,84,5728,10,10,35360,713,40960,14,10,5,262144,16704,1032,0,1
18942,4,84,43376,10,10,45248,716,41296,14,10,6,262144,16736,1032,0,1
18943,1,28,4416,6,6,35664,713,4096,9,0,4,262144,320,1032,0,1
18944,4,28,4720,6,6,43072,713,4096,9,0,5,262144,320,1032,0,1
18945,4,84,395072,10,10,412080,480,348224,14,10,6,262144,16736,1264,0,1
18946,1,84,21648,10,10,126192,316,131072,14,10,5,262144,16704,1248,0,1
18947,4,84,165248,10,10,188512,316,145776,14,10,6,262144,16736,1248,0,1
18948,4,84,18832,10,10,0,0,16656,14,10,6,524288,49504,2112,0,1
18949,1,28,4416,6,6,0,0,4096,9,0,4,262144,33088,2104,0,1
18950,4,28,4832,6,6,393040,185,4096,9,0,5,524288,33088,2112,0,1
18951,1,84,36304,10,10,266336,179,278528,14,10,5,262144,49472,2112,0,1
18952,4,84,317696,10,10,324224,188,282896,14,10,6,524288,49504,2112,0,1
18953,1,28,4464,6,6,298880,179,4096,9,0,4,262144,33088,2112,0,1
18954,4,84,56464,0,5,70608,860,49152,14,0,7,1048576,352,1460,0,1
18955,4,84,32368,0,5,40352,5172,28672,14,0,7,1048576,352,1484,0,1
18956,1,28,4848,6,6,146128,173,4096,9,0,4,262144,320,184288,1,1
18957,4,28,5616,6,6,184144,173,4096,9,0,5,262144,320,184296,1,1
18958,1,84,213440,10,6,10132,230,225280,14,10,6,1048576,320,23432,0,1
18959,1,28,4096,10,6,0,0,0,14,10,2,1048576,1344,24952,0,1
18960,4,28,4608,6,6,0,0,4096,9,0,5,524288,33088,28512,0,1
18961,1,84,5712,10,10,0,0,36864,14,10,5,262144,49472,28504,0,1
18962,4,84,39664,10,10,0,0,37232,14,10,6,524288,49504,28512,0,1
18963,1,28,4352,6,6,0,0,4096,9,0,4,262144,33088,28504,0,1
18964,2,84,27488,10,10,0,0,49152,14,10,6,262144,49472,1200,0,1
18965,4,84,40544,10,10,0,0,16384,14,10,6,524288,49504,1200,0,1
18966,1,84,27488,10,10,0,0,45056,14,10,5,262144,49472,1200,0,1
18967,1,84,17088,10,10,0,0,122880,14,10,5,262144,49472,2064,0,1
18968,5,84,19152,10,10,0,0,151552,14,10,6,524288,49504,2064,0,1
18969,4,28,6752,6,6,0,0,4096,9,0,5,524288,33088,1064,0,1
18970,4,84,166784,10,10,0,0,148520,14,10,6,524288,49504,1032,0,1
18971,1,56,2012656,0,6,2676800,113,2011136,12,0,5,1048576,320,1632,0,1
18972,1,56,1971696,0,6,2622160,113,1970176,12,0,5,1048576,320,1632,0,1
18973,4,84,8896,10,10,10048,2388,8464,14,10,6,262144,16736,1144,0,1
18974,4,84,207104,10,10,239424,156,186040,14,10,7,262144,16736,992,0,1
18975,4,84,58816,10,10,0,0,54432,14,10,7,524288,49504,1024,0,1
18976,4,84,8880,10,10,0,0,8464,14,10,6,524288,49504,2808,0,1
18977,1,28,4352,6,6,0,0,4096,9,0,4,262144,33088,2800,0,1
18978,1,28,45056,2,1,57344,717,0,2,55,8,1048576,0,2400,0,1
18979,4,84,180224,10,10,0,0,126424,14,10,6,524288,49504,119840,0,1
18980,1,84,56704,10,10,0,0,163840,14,10,5,262144,49472,119832,0,1
18981,5,84,64624,10,10,0,0,241664,14,10,6,524288,49504,119840,0,1
18982,4,28,5776,6,6,0,0,4096,9,0,5,524288,33088,241928,0,1
18983,4,84,75328,10,10,0,0,70672,14,10,6,524288,49504,241992,0,1
18984,1,28,4928,6,6,0,0,4096,9,0,4,262144,33088,241928,0,1
18985,4,28,4720,6,6,0,0,4096,9,0,5,524288,33088,12592,0,1
18986,4,84,82896,10,10,93568,176,72616,14,10,6,262144,16736,14976,0,1
18987,4,84,270144,10,10,0,0,237352,14,10,7,524288,49504,17776,0,1
18988,1,84,1325936,0,6,1608624,128,1236992,14,10,5,1048576,16704,1064,0,1
18989,4,84,1434736,0,6,1978384,128,1249280,14,10,6,1048576,16736,1064,0,1
18990,1,56,146352,0,4,0,0,8192,48,0,3,1048576,34144,1080,0,1
18991,1,56,146356,0,4,0,0,8192,48,0,3,1048576,34144,1080,0,1
18992,4,28,4624,6,6,28224,115,4096,9,0,5,262144,320,1088,0,1
18993,1,28,4368,6,6,24032,115,4096,9,0,4,262144,320,1088,0,1
18994,1,84,113520,10,10,512672,141,520192,14,10,6,262144,16704,12792,0,1
18995,4,84,677152,10,10,693744,144,606072,14,10,7,262144,16736,12792,0,1
18996,1,28,15924,0,4,0,0,8192,11,0,3,1048576,34144,960,0,1
18997,4,28,57344,0,4,0,0,74456,2,28,9,2097152,32768,1256,0,1
18998,1,112,67904,0,6,0,0,49152,14,12,5,1048576,33088,1496,0,1
18999,1,84,5920,10,10,0,0,28672,14,10,6,262144,49472,2128,0,1
19000,4,84,23376,10,10,0,0,20856,14,10,7,524288,49504,2128,0,1
19001,4,28,8512,6,6,0,0,4096,9,0,5,524288,33088,1454552,0,1
19002,4,0,0,6,6,0,0,0,9,0,1,262144,320,29000672,0,1
19003,4,28,4880,6,6,0,0,4096,9,0,5,524288,33088,2048,0,1
19004,4,28,4880,6,6,0,0,4096,9,0,5,524288,33088,2040,0,1
19005,4,28,5008,6,6,0,0,4096,9,0,5,524288,33088,2320,0,1
19006,1,84,4784,10,10,0,0,20480,14,10,5,262144,49472,2320,0,1
19007,4,84,18224,10,10,0,0,16752,14,10,6,524288,49504,2320,0,1
19008,1,28,4560,6,6,0,0,4096,9,0,4,262144,33088,2320,0,1
19009,4,28,6368,6,6,747472,351,4096,9,0,5,262144,320,1032,0,1
19010,4,28,4208,6,6,5376,56,4096,9,0,5,262144,320,7436184,1,1
19011,4,28,4688,6,6,0,0,4096,9,0,5,524288,33088,85072,0,1
19012,4,84,22704,10,10,24016,312,20992,14,10,6,262144,16736,2136,0,1
19013,4,28,4800,6,6,20752,309,4096,9,0,5,262144,320,2136,0,1
19014,4,28,53248,0,4,0,0,70320,2,28,9,2097152,32768,1256,0,1
19015,1,84,16288,10,10,154576,148,159744,14,10,6,262144,16704,1360,0,1
19016,4,84,160640,10,10,186480,148,149072,14,10,7,262144,16736,1360,0,1
19017,1,84,9728,10,10,104048,733,110592,14,10,6,262144,16704,1360,0,1
19018,4,84,122624,10,10,128000,736,116216,14,10,7,262144,16736,1360,0,1
19019,4,84,215360,10,10,222832,188,191992,14,10,7,262144,16736,1088,0,1
19020,1,84,22064,10,10,86032,2421,94208,14,10,5,262144,16704,976,0,1
19021,4,84,101600,10,10,105584,2424,82208,14,10,6,262144,16736,976,0,1
19022,4,84,187584,10,10,0,0,134480,14,10,6,524288,49504,6752,0,1
19023,4,28,5760,6,6,0,0,4096,9,0,5,524288,32832,4912,0,1
19024,4,84,284560,10,10,291680,676,223072,14,10,7,524288,49504,154904,0,1
19025,4,28,5456,6,6,0,0,4096,9,0,5,524288,32832,138328,0,1
19026,1,84,52704,10,10,115040,107,122880,14,10,5,262144,16704,153848,0,1
19027,4,84,137120,10,10,141392,108,92784,14,10,6,262144,16736,153848,0,1
19028,4,28,4704,6,6,81392,126,4096,9,0,5,262144,64,1048,0,1
19029,4,84,22272,10,10,23856,6724,20752,14,10,6,262144,16736,1064,0,1
19030,4,28,4672,6,6,23024,5523,4096,9,0,5,262144,320,1064,0,1
19031,4,84,43664,10,10,0,0,39280,14,10,6,524288,49504,5384,0,1
19032,4,28,5520,6,6,0,0,4096,9,0,5,524288,33088,5384,0,1
19033,4,84,174800,10,10,176912,2128,161024,14,10,7,524288,49632,96360,0,1
19034,4,28,4480,6,6,0,0,4096,9,0,5,524288,33088,90872,0,1
19035,4,84,267888,10,10,0,0,192512,14,10,6,524288,49504,1048,0,1
19036,1,84,66992,10,10,0,0,237568,14,10,5,262144,49472,1048,0,1
19037,5,84,79440,10,10,0,0,344064,14,10,6,524288,49504,1048,0,1
19038,4,28,5888,6,6,690624,183,4096,9,0,5,262144,320,62768,0,1
19039,1,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1224,0,1
19040,1,56,61836,0,4,0,0,8192,48,0,3,1048576,34144,302680,0,1
19041,4,0,0,0,4,0,0,1638748,2,24,8,2097152,32768,1256,0,1
19042,1,84,35872,10,10,227808,388,237568,14,10,7,262144,16704,13384,0,1
19043,5,84,4208,10,10,0,0,28672,14,10,6,524288,49504,2488,0,1
19044,4,84,31040,10,10,46048,168,28552,14,10,7,262144,16736,1072,0,1
19045,4,28,4496,6,6,11728,165,4096,9,0,6,262144,320,1072,0,1
19046,1,28,4304,6,6,9952,165,4096,9,0,5,262144,320,1072,0,1
19047,4,28,4432,6,6,12016,165,4096,9,0,6,262144,320,1080,0,1
19048,1,28,4256,6,6,9072,165,4096,9,0,5,262144,320,1080,0,1
19049,4,28,4480,6,6,11504,165,4096,9,0,6,262144,320,1080,0,1
19050,1,28,4288,6,6,8976,165,4096,9,0,5,262144,320,1080,0,1
19051,4,28,4512,6,6,28624,165,4096,9,0,6,262144,320,1080,0,1
19052,1,28,4304,6,6,15232,165,4096,9,0,5,262144,320,1080,0,1
19053,4,28,4512,6,6,11792,165,4096,9,0,6,262144,320,1080,0,1
19054,1,28,4304,6,6,9312,165,4096,9,0,5,262144,320,1080,0,1
19055,4,84,88896,10,10,102592,180,78712,14,10,7,262144,16736,1456,0,1
19056,1,84,16944,10,10,78640,148,86016,14,10,6,262144,16704,1000,0,1
19057,4,84,97520,10,10,102640,148,87608,14,10,7,262144,16736,1000,0,1
19058,1,84,5248,10,10,0,0,28672,14,10,6,262144,49600,2048,0,1
19059,4,84,22960,10,10,0,0,21384,14,10,7,524288,49632,2048,0,1
19060,1,28,14088,0,4,0,0,8192,8,0,3,1048576,34112,2504,0,1
19061,1,28,26448,0,4,0,0,8192,8,0,3,1048576,1344,1552,0,1
19062,1,28,4512,6,6,0,0,4096,9,0,4,262144,33088,2080,0,1
19063,4,84,102944,0,5,121728,15688,86016,14,0,7,1048576,352,1440,0,1
19064,4,84,184080,0,5,213584,2588,163840,14,0,7,1048576,352,1456,1,1
19065,4,28,61563,0,4,40960,96,45800,2,29,12,2097152,0,0,0,1
19066,1,28,53369,1,4,32768,96,37272,2,29,11,2097152,0,0,0,1
19067,4,28,4992,6,6,0,0,4096,9,0,5,524288,33088,1368,0,1
19068,1,84,8624,10,10,0,0,49152,14,10,5,262144,49472,1336,0,1
19069,4,84,52192,10,10,0,0,45424,14,10,6,524288,49504,1336,0,1
19070,1,28,4544,6,6,0,0,4096,9,0,4,262144,33088,1368,0,1
19071,1,28,1597824,0,4,1876992,161,1597440,8,0,5,1048576,320,1528,0,1
19072,4,28,2265792,0,4,2610768,161,2265088,8,0,7,1048576,320,1528,0,1
19073,1,84,144080,10,10,1104496,621,1130496,14,10,5,262144,16704,33248,0,1
19074,4,28,1475984,8,5,1738592,621,1474560,9,0,6,1048576,256,33292,0,1
19075,1,56,1041584,8,5,5292,621,4096,9,0,4,1048576,320,33292,0,1
19076,1,84,7760,10,10,43808,165,49152,14,10,5,262144,16704,6976,0,1
19077,4,84,51376,10,10,56288,168,46560,14,10,6,262144,16736,6976,0,1
19078,1,28,4704,6,6,46560,165,4096,9,0,4,262144,320,6976,0,1
19079,4,28,5344,6,6,61200,165,4096,9,0,5,262144,320,6976,0,1
19080,1,28,10408,0,4,0,0,8192,8,0,3,1048576,1280,1472,0,1
19081,1,28,10408,0,4,0,0,8192,8,0,3,1048576,1344,1480,0,1
19082,1,0,0,0,4,0,0,81920,6,0,4,1048576,0,8896,0,1
19083,1,28,4512,8,5,0,0,4096,8,0,3,1048576,32768,2160,0,1
19084,4,28,4928,8,5,0,0,4096,8,0,4,1048576,32832,2164,0,1
19085,1,28,4512,8,5,0,0,4096,8,0,3,1048576,32832,2164,0,1
19086,4,28,4928,8,5,0,0,4096,8,0,4,1048576,32768,2160,0,1
19087,1,84,931668,0,6,0,0,933888,14,10,6,1048576,33088,15352,0,1
19088,4,84,47184,10,10,0,0,40168,14,10,7,524288,49504,7896,0,1
19089,1,84,7776,10,10,85872,1765,102400,14,10,6,262144,16704,18840,0,1
19090,4,84,92144,10,10,105856,1768,87024,14,10,7,262144,16736,18848,0,1
19091,1,28,4848,6,6,160640,1050,4096,9,0,4,262144,320,14048,0,1
19092,4,28,5584,6,6,201104,1050,4096,9,0,5,262144,320,14048,0,1
19093,1,28,7168,6,6,2985392,2220,4096,9,0,4,262144,320,622864,0,1
19094,4,28,37600,6,6,3958672,2220,4096,9,0,5,262144,320,622864,0,1
19095,1,28,499624,0,4,0,0,8192,8,0,3,1048576,1088,1048,1,1
19096,1,28,499624,0,4,0,0,8192,8,0,3,1048576,1024,1048,1,1
19097,4,28,28704,0,4,0,0,0,8,0,2,4194304,1280,1536,0,1
19098,1,28,28704,0,4,0,0,8192,8,0,3,1048576,1280,1536,0,1
19099,4,28,43572,0,4,0,0,0,48,0,2,4194304,34144,2316,0,1
19100,4,28,28704,0,4,0,0,0,8,0,2,4194304,1344,1536,0,1
19101,1,28,28704,0,4,0,0,8192,8,0,3,1048576,1344,1536,0,1
19102,4,84,265264,10,10,287312,388,232096,14,10,8,262144,16736,13384,0,1
19103,4,28,82041,0,4,57344,94,62704,2,29,12,2097152,0,0,0,1
19104,1,28,73847,1,4,49152,94,53932,2,29,11,2097152,0,0,0,1
19105,1,84,7648,10,10,37680,169,45056,14,10,5,262144,16704,10928,0,1
19106,4,84,46512,10,10,48800,172,42192,14,10,6,262144,16736,10928,0,1
19107,1,28,4688,6,6,43120,169,4096,9,0,4,262144,320,9976,0,1
19108,4,28,5280,6,6,50400,169,4096,9,0,5,262144,320,9976,0,1
19109,1,84,8112,10,10,16576,190,24576,14,10,5,262144,16704,1312,0,1
19110,4,84,21424,10,10,22640,192,16656,14,10,6,262144,16736,1312,0,1
19111,1,28,4480,6,6,19760,149,4096,9,0,4,262144,320,1312,0,1
19112,4,28,4832,6,6,24640,149,4096,9,0,5,262144,320,1312,0,1
19113,4,0,0,6,6,0,0,0,9,0,1,262144,320,6213128,1,1
19114,4,84,88672,10,10,102352,172,79416,14,10,6,262144,16736,1392,0,1
19115,1,28,100836,0,4,0,0,8192,8,0,3,1048576,1280,1536,0,1
19116,4,84,120976,10,10,137104,144,109072,14,10,7,262144,16736,1344,0,1
19117,4,84,349680,0,5,484896,37736,319488,14,0,7,1048576,352,1452,1,1
19118,4,84,72672,10,10,0,0,65536,14,10,5,524288,49504,0,0,1
19119,4,84,158064,0,5,257488,23328,139264,14,0,7,1048576,352,1476,1,1
19120,1,28,57168,0,4,0,0,8192,8,0,3,1048576,1344,1624,0,1
19121,1,28,78132,0,4,0,0,8192,8,0,3,1048576,1344,1592,0,1
19122,1,84,14048,10,10,86272,493,94208,14,10,6,262144,16704,10024,0,1
19123,4,84,106288,10,10,118656,496,94560,14,10,7,262144,16736,10024,0,1
19124,4,84,112112,10,10,0,0,95408,14,10,7,524288,49504,1296,0,1
19125,4,84,108768,10,10,125888,164,95976,14,10,7,262144,16736,1104,0,1
19126,1,28,156172,0,4,0,0,8192,8,0,3,1048576,1344,1184,0,1
19127,1,84,25968,10,10,0,0,81920,14,10,5,262144,49472,158432,0,1
19128,4,84,91264,10,10,0,0,74752,14,10,6,524288,49504,158432,0,1
19129,4,28,104272,9,5,0,0,102400,9,0,6,1048576,32832,159300,0,1
19130,1,28,5040,9,5,0,0,4096,9,0,4,1048576,33088,159276,0,1
19131,1,56,116264,9,5,9520,3140,4096,8,0,4,1048576,320,1964,0,1
19132,4,28,104912,9,5,154496,3140,102400,8,0,6,1048576,64,1960,0,1
19133,1,56,116264,9,5,9520,3140,4096,8,0,4,1048576,320,1960,0,1
19134,1,28,21356,0,4,0,0,8192,8,0,3,1048576,1344,1112,0,1
19135,4,0,0,0,4,0,0,78656,2,25,8,2097152,32768,1256,0,1
19136,1,0,0,1,4,0,0,74236,2,25,7,2097152,32768,1256,0,1
19137,1,84,4096,10,10,4192,380,0,14,10,2,262144,17728,1032,0,1
19138,4,84,4096,10,10,4192,380,0,14,10,2,262144,16736,1032,0,1
19139,1,84,96528,10,10,526160,247,548864,14,10,7,262144,16704,8968,0,1
19140,4,84,515872,10,10,534224,248,426048,14,10,8,262144,16736,8968,0,1
19141,4,28,6000,6,6,369440,6368,4096,9,0,5,262144,320,42064,0,1
19142,1,28,5072,6,6,260864,5925,4096,9,0,4,262144,320,42064,0,1
19143,1,84,21712,10,10,71472,366,81920,14,10,6,262144,16704,1072,0,1
19144,4,84,89056,10,10,92928,368,69904,14,10,7,262144,16736,1072,0,1
19145,1,28,140760,0,4,0,0,8192,48,0,3,1048576,34144,2424,0,1
19146,1,28,138776,0,4,0,0,8192,8,0,3,1048576,1344,1648,0,1
19147,1,28,138776,0,4,0,0,8192,8,0,3,1048576,1344,1656,0,1
19148,1,84,38784,10,10,155664,302,204800,14,10,6,262144,16704,1616,0,1
19149,4,84,178608,10,10,187392,304,140912,14,10,7,262144,16736,1616,0,1
19150,1,28,5344,6,6,196512,302,4096,9,0,4,262144,320,1616,0,1
19151,4,28,6224,6,6,245088,302,4096,9,0,5,262144,320,1616,0,1
19152,1,84,34864,10,10,188432,193,208896,14,10,5,262144,16704,13696,0,1
19153,4,84,200752,10,10,248944,196,181600,14,10,6,262144,16736,13696,0,1
19154,1,28,5328,6,6,207584,193,4096,9,0,4,262144,320,13696,0,1
19155,4,28,6592,6,6,292192,193,4096,9,0,5,262144,320,13696,0,1
19156,1,28,155180,0,4,0,0,8192,8,0,3,1048576,1344,1648,0,1
19157,1,84,9968,10,6,16848,162,28672,14,10,6,1048576,1344,1016,0,1
19158,4,84,118320,10,10,0,0,104800,14,10,6,524288,49504,2064,0,1
19159,4,28,94208,0,4,0,0,115856,2,28,9,2097152,32768,1256,0,1
19160,1,28,4640,6,6,0,0,4096,9,0,4,262144,33088,2088,0,1
19161,4,84,74880,10,10,86832,152,64832,14,10,6,262144,16736,1328,0,1
19162,4,0,0,6,6,0,0,0,9,0,1,262144,320,1296,0,1
19163,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,1296,0,1
19164,4,56,4096,10,10,0,0,0,14,10,2,262144,352,1296,0,1
19165,1,0,0,6,6,0,0,0,9,0,1,262144,1344,1296,0,1
19166,4,56,683308,0,5,0,0,0,11,0,4,0,33088,1116,0,1
19167,4,28,32768,0,4,0,0,49696,2,28,9,2097152,32768,1256,0,1
19168,1,84,179376,10,10,580384,179711,786432,14,10,6,262144,16704,992,0,1
19169,1,0,0,6,4,0,0,32768,6,0,5,1048576,34112,31296,0,1
19170,4,84,107584,10,10,126944,188,101528,14,10,7,262144,16736,5336,0,1
19171,4,28,5360,6,6,58064,110,4096,9,0,5,262144,320,4888,0,1
19172,1,28,4528,8,5,0,0,4096,8,0,3,1048576,33024,3964,0,1
19173,4,84,86336,10,6,0,0,45056,12,10,6,1048576,49504,3864,0,1
19174,4,28,4880,8,5,0,0,4096,8,0,4,1048576,33088,3968,0,1
19175,1,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1016,0,1
19176,4,28,5888,6,6,1341024,126,4096,9,0,5,262144,320,1584,0,1
19177,1,28,5024,6,6,1551632,126,4096,9,0,4,262144,320,1584,0,1
19178,1,28,4992,5,5,586416,126,4096,8,0,4,262144,256,1940,0,1
19179,4,28,5824,5,5,1026000,126,4096,8,0,5,262144,256,1940,0,1
19180,1,84,91632,10,10,673440,126,700416,14,10,5,262144,16704,1544,0,1
19181,4,84,792720,10,10,846960,128,748688,14,10,6,262144,16736,1544,0,1
19182,4,28,5920,6,6,673888,1907,4096,9,0,6,262144,320,1304,0,1
19183,1,28,5040,6,6,750288,1907,4096,9,0,5,262144,320,1304,0,1
19184,1,28,5072,5,5,327312,1907,4096,8,0,5,262144,256,1656,0,1
19185,4,28,6160,5,5,603984,1907,4096,8,0,6,262144,256,1656,0,1
19186,1,84,29552,10,10,411984,1907,442368,14,10,6,262144,16704,1256,0,1
19187,4,84,478432,10,10,505600,1908,463560,14,10,7,262144,16736,1256,0,1
19188,1,84,23520,10,6,203504,224,221184,14,10,5,1048576,320,4928,0,1
19189,1,0,0,6,6,0,0,0,9,0,1,262144,1344,10019656,0,1
19190,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,2627800,0,1
19191,4,0,0,6,6,0,0,0,9,0,1,262144,64,17559624,0,1
19192,1,0,0,6,6,0,0,0,9,0,1,262144,1344,17559624,0,1
19193,4,0,0,6,6,0,0,0,9,0,1,262144,64,9945416,0,1
19194,1,0,0,6,6,0,0,0,9,0,1,262144,1344,9945416,0,1
19195,4,0,0,6,6,0,0,0,9,0,1,262144,64,1721552,0,1
19196,1,0,0,6,6,0,0,0,9,0,1,262144,1344,1721552,0,1
19197,4,0,0,6,6,0,0,0,9,0,1,262144,64,5653952,0,1
19198,1,0,0,6,6,0,0,0,9,0,1,262144,1344,5653952,0,1
19199,4,0,0,6,6,0,0,0,9,0,1,262144,64,4175104,0,1
19200,1,0,0,6,6,0,0,0,9,0,1,262144,1344,4175104,0,1
19201,1,28,4672,6,6,4733376,79,4096,9,0,4,262144,320,1096,1,1
19202,1,28,4672,6,6,4733360,79,4096,9,0,4,262144,320,1096,1,1
19203,4,28,5264,6,6,4943296,79,4096,9,0,5,262144,64,1096,1,1
19204,1,28,4672,6,6,4733328,79,4096,9,0,4,262144,320,1096,1,1
19205,1,84,4384,10,10,8176,200,16384,14,10,5,262144,16704,992,0,1
19206,4,84,8832,10,10,9792,200,8464,14,10,6,262144,16736,992,0,1
19207,4,28,4672,6,6,24624,165,4096,9,0,5,262144,320,47112,0,1
19208,1,28,4400,6,6,19680,165,4096,9,0,4,262144,320,47112,0,1
19209,1,28,4736,6,6,100224,52,4096,9,0,4,262144,320,4736,0,1
19210,4,28,5360,6,6,127392,52,4096,9,0,6,262144,320,4736,0,1
19211,1,56,65908,0,4,0,0,8192,48,0,3,1048576,34144,1132,0,1
19212,1,56,121600,0,5,0,0,0,11,0,4,0,34112,1126,0,1
19213,4,56,143804,0,5,0,0,0,11,0,4,0,33088,1126,0,1
19214,1,0,0,0,4,0,0,8192,11,0,3,1048576,34112,984,0,1
19215,1,84,5088,10,10,48368,91,53248,14,10,6,262144,16704,1312,0,1
19216,4,84,56736,10,10,62976,92,55488,14,10,7,262144,16736,1312,0,1
19217,1,28,4480,6,6,55280,91,4096,9,0,4,262144,320,1312,0,1
